Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,1,World,5419,Yield,01704,"Lentils, dry",2010,2010,100 g/ha,11385.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01216,Artichokes,1993,1993,t,1170458.7,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01234,Tomatoes,2017,2017,ha,4900264.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01445,Sunflower seed,1987,1987,100 g/ha,13511.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01591,Yautia,1965,1965,ha,28896.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0114,Sorghum,1989,1989,100 g/ha,13197.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01233,Eggplants (aubergines),2012,2012,ha,1848115.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0111,Wheat,1976,1976,100 g/ha,17911.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01253.01,"Onions and shallots, green",2021,2021,ha,231098.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2167,Olive oil,2010,2010,t,3183676.34,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1991,1991,ha,73021.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01221,Watermelons,1991,1991,100 g/ha,159814.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01655,"Cinnamon and cinnamon-tree flowers, raw",1968,1968,ha,50654.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01314,Dates,1993,1993,ha,729422.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01229,Cantaloupes and other melons,1987,1987,ha,888755.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01321,Pomelos and grapefruits,1984,1984,ha,169372.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01354,Strawberries,1991,1991,t,2493874.17,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01330,Grapes,1973,1973,ha,9052324.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01349.10,Other pome fruits,2014,2014,100 g/ha,50883.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01929.90,"Other fibre crops, raw, n.e.c.",1963,1963,100 g/ha,5624.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01656,"Cloves (whole stems), raw",1968,1968,100 g/ha,2900.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01352,Kiwi fruit,2005,2005,ha,146424.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,0115,Barley,1978,1978,100 g/ha,21756.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01550,Taro,1967,1967,100 g/ha,53598.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0116,Rye,1982,1982,100 g/ha,17908.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01970,Unmanufactured tobacco,2021,2021,ha,3172240.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01921.01,"Seed cotton, unginned",1969,1969,t,34488023.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01243,"Broad beans and horse beans, green",1989,1989,100 g/ha,49989.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01191,Triticale,1978,1978,100 g/ha,25838.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01708,"Bambara beans, dry",2008,2008,t,143954.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01379.01,Areca nuts,2007,2007,100 g/ha,15851.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01929.04,"Ramie, raw or retted",1986,1986,100 g/ha,8951.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01359.02,Cashewapple,2019,2019,100 g/ha,26833.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01450,Olives,1962,1962,100 g/ha,20197.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01448,Poppy seed,2012,2012,100 g/ha,6850.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01657,"Ginger, raw",1977,1977,ha,61715.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01550,Taro,1995,1995,ha,1177471.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01314,Dates,2011,2011,100 g/ha,64562.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01372,"Cashew nuts, in shell",1981,1981,100 g/ha,4029.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01229,Cantaloupes and other melons,2009,2009,ha,1105156.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0114,Sorghum,2016,2016,100 g/ha,14103.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01355.02,Cranberries,1967,1967,100 g/ha,74658.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01491.01,Oil palm fruit,2019,2019,t,416112185.36,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01199.90,Cereals n.e.c.,2009,2009,ha,3670513.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01709.90,Other pulses n.e.c.,2016,2016,100 g/ha,7529.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01239.01,Okra,2013,2013,ha,1862059.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01704,"Lentils, dry",1996,1996,100 g/ha,7988.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,2001,100 g/ha,70307.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,21631.02,"Safflower-seed oil, crude",1996,1996,t,255560.61,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01499.05,Kapok fruit,2014,2014,t,293018.1,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01929.90,"Other fibre crops, raw, n.e.c.",1980,1980,t,225264.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01709.90,Other pulses n.e.c.,1992,1992,100 g/ha,4442.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01214,Lettuce and chicory,1966,1966,ha,389702.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01330,Grapes,2002,2002,ha,7340597.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01449.90,"Other oil seeds, n.e.c.",2022,2022,t,2527518.38,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01241.90,"Other beans, green",2007,2007,100 g/ha,124174.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01658,"Vanilla, raw",2016,2016,ha,94769.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,2020,t,8323521.98,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01329,"Other citrus fruit, n.e.c.",2008,2008,100 g/ha,89743.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01657,"Ginger, raw",1967,1967,ha,36113.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1991,1991,100 g/ha,68863.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01376,"Walnuts, in shell",1997,1997,t,1129980.58,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01449.90,"Other oil seeds, n.e.c.",2001,2001,ha,2481243.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01441,Linseed,2020,2020,100 g/ha,9582.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01314,Dates,2003,2003,t,6748536.96,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01345,Peaches and nectarines,2021,2021,100 g/ha,165570.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01239.01,Okra,1970,1970,ha,416035.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01321,Pomelos and grapefruits,1996,1996,100 g/ha,194358.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01540,Yams,1998,1998,t,37102609.06,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01950.01,Natural rubber in primary forms,1988,1988,ha,6284894.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01921.01,"Seed cotton, unginned",2007,2007,ha,33391202.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01329,"Other citrus fruit, n.e.c.",1966,1966,100 g/ha,40178.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01312,Bananas,1967,1967,t,29125967.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01354,Strawberries,1983,1983,ha,162232.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1980,1980,100 g/ha,84271.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01344.02,Cherries,1980,1980,100 g/ha,76269.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01921.02,"Cotton lint, ginned",1979,1979,t,13888656.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01243,"Broad beans and horse beans, green",1975,1975,100 g/ha,56020.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01520.01,"Cassava, fresh",1967,1967,t,88623008.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01324,"Tangerines, mandarins, clementines",1970,1970,100 g/ha,126635.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01540,Yams,1977,1977,ha,1415906.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01540,Yams,2018,2018,t,78768736.36,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0117,Oats,2018,2018,100 g/ha,23299.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01195,Canary seed,1966,1966,t,47408.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01640,Cocoa beans,1998,1998,100 g/ha,4950.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01241.01,String beans,1996,1996,100 g/ha,77558.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01929.04,"Ramie, raw or retted",1969,1969,t,69643.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01691,Chicory roots,1978,1978,ha,17663.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01191,Triticale,1989,1989,ha,1089404.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01317,Papayas,2013,2013,t,12752467.66,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01449.02,Hempseed,1975,1975,100 g/ha,3077.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01708,"Bambara beans, dry",2022,2022,ha,398715.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01191,Triticale,1987,1987,t,2062133.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01702,"Broad beans and horse beans, dry",1969,1969,ha,4725426.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01199.90,Cereals n.e.c.,2004,2004,t,3066150.75,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01330,Grapes,1980,1980,ha,9217058.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,0111,Wheat,2021,2021,t,772779429.72,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01499.06,Kapokseed in shell,2002,2002,t,331859.25,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,0115,Barley,2020,2020,ha,51959891.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01610,"Coffee, green",1967,1967,ha,9406925.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01215,Spinach,1979,1979,t,2921011.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01499.01,Karite nuts (sheanuts),1963,1963,t,192000.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01213,Cauliflowers and broccoli,1972,1972,100 g/ha,138568.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01342.01,Pears,1966,1966,ha,597273.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2165,Palm oil,1963,1963,t,1535070.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01653,"Nutmeg, mace, cardamoms, raw",2018,2018,100 g/ha,3155.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01234,Tomatoes,1964,1964,ha,1707474.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01379.02,Kola nuts,2011,2011,100 g/ha,5210.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01447,Castor oil seeds,1965,1965,ha,1466503.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1992,1992,ha,66643.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01212,Cabbages,1977,1977,100 g/ha,233244.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,21691.14,Oil of palm kernel,1981,1981,t,753717.18,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01316,"Mangoes, guavas and mangosteens",1968,1968,100 g/ha,87050.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01355.02,Cranberries,1963,1963,ha,8220.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2018,2018,100 g/ha,15161.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01321,Pomelos and grapefruits,1987,1987,t,4455868.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01341,Apples,2011,2011,100 g/ha,155527.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01216,Artichokes,2004,2004,100 g/ha,111302.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01375,"Pistachios, in shell",2013,2013,100 g/ha,11761.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2015,2015,ha,1413076.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01449.01,Melonseed,1966,1966,ha,471640.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01375,"Pistachios, in shell",2014,2014,100 g/ha,14321.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01443,Rape or colza seed,1999,1999,t,42407872.4,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01253.01,"Onions and shallots, green",1991,1991,t,2783693.06,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01630,Maté leaves,2004,2004,t,731926.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01194,Quinoa,1982,1982,ha,46609.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01359.90,"Other fruits, n.e.c.",1964,1964,t,7014681.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01372,"Cashew nuts, in shell",1962,1962,t,324895.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01970,Unmanufactured tobacco,1997,1997,100 g/ha,16631.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,0117,Oats,1990,1990,ha,20679705.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01929.07,"Abaca, manila hemp, raw",1993,1993,100 g/ha,6681.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01322,Lemons and limes,2004,2004,100 g/ha,146854.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01315,Figs,1962,1962,t,1539143.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,21700.02,Margarine and shortening,2008,2008,t,14473129.84,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01449.90,"Other oil seeds, n.e.c.",1992,1992,100 g/ha,7488.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01809,Other sugar crops n.e.c.,2018,2018,t,940873.38,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01349.20,Other stone fruits,1986,1986,100 g/ha,54413.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01450,Olives,1993,1993,t,10929163.25,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01193,Fonio,2003,2003,ha,419869.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01930.02,"Pyrethrum, dried flowers",2000,2000,ha,22046.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01443,Rape or colza seed,2012,2012,ha,34717786.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01313,Plantains and cooking bananas,1965,1965,100 g/ha,53474.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01359.01,Persimmons,1986,1986,t,1277032.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01234,Tomatoes,1964,1964,100 g/ha,174684.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01359.90,"Other fruits, n.e.c.",2004,2004,ha,3956639.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01241.01,String beans,1983,1983,100 g/ha,67746.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01447,Castor oil seeds,1995,1995,t,1085261.31,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,0116,Rye,1967,1967,t,31443409.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2013,2013,ha,176995.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01630,Maté leaves,2011,2011,t,774524.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,21691.07,Oil of sesame seed,1963,1963,t,474909.96,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01321,Pomelos and grapefruits,2022,2022,ha,393704.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01239.01,Okra,1992,1992,t,4000579.93,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1971,1971,t,251057.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01372,"Cashew nuts, in shell",2018,2018,ha,6636738.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01195,Canary seed,1964,1964,t,73052.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01322,Lemons and limes,1977,1977,ha,333169.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01657,"Ginger, raw",2018,2018,ha,399192.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01314,Dates,2005,2005,ha,1079084.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01355.01,Blueberries,1969,1969,100 g/ha,29610.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2014,2014,t,3700181.58,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01290.90,"Other vegetables, fresh n.e.c.",1979,1979,100 g/ha,107008.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,0118,Millet,2020,2020,ha,31747564.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01930.02,"Pyrethrum, dried flowers",1989,1989,ha,20595.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01353.01,Raspberries,1962,1962,ha,21488.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01193,Fonio,2008,2008,t,483327.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01235,"Pumpkins, squash and gourds",2021,2021,ha,1550044.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01443,Rape or colza seed,2019,2019,100 g/ha,20947.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01372,"Cashew nuts, in shell",1961,1961,ha,576250.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01379.01,Areca nuts,1967,1967,t,200225.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01193,Fonio,2016,2016,ha,884540.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1974,1974,100 g/ha,49138.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01314,Dates,2008,2008,100 g/ha,59403.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01195,Canary seed,1986,1986,ha,149735.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01195,Canary seed,1985,1985,ha,122214.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01443,Rape or colza seed,2003,2003,100 g/ha,15262.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01359.02,Cashewapple,1980,1980,t,770914.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1976,1976,100 g/ha,68425.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,21691.07,Oil of sesame seed,1984,1984,t,621639.23,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01351.02,Gooseberries,1982,1982,t,214893.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01709.02,Lupins,1994,1994,ha,1529322.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01520.01,"Cassava, fresh",2014,2014,ha,26179330.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1994,1994,ha,1481194.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01254,Leeks and other alliaceous vegetables,1976,1976,100 g/ha,128678.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01802,Sugar cane,1974,1974,100 g/ha,543497.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01193,Fonio,2006,2006,ha,459355.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01376,"Walnuts, in shell",2007,2007,100 g/ha,26445.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01705,"Peas, dry",1974,1974,ha,8129312.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01342.02,Quinces,1979,1979,t,283919.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01640,Cocoa beans,1967,1967,ha,4220776.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01324,"Tangerines, mandarins, clementines",1993,1993,ha,1440564.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01359.02,Cashewapple,2003,2003,100 g/ha,23905.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,21700.02,Margarine and shortening,1968,1968,t,6012280.4,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01353.01,Raspberries,1966,1966,t,178076.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01343,Apricots,1983,1983,100 g/ha,77142.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0113,Rice,2011,2011,100 g/ha,44556.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01656,"Cloves (whole stems), raw",2010,2010,ha,391727.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01709.90,Other pulses n.e.c.,1981,1981,ha,5323055.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01640,Cocoa beans,2011,2011,100 g/ha,4442.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01251,Carrots and turnips,2009,2009,100 g/ha,300787.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01313,Plantains and cooking bananas,1994,1994,ha,4420775.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2168,Cottonseed oil,1999,1999,t,3691600.81,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01922.02,"Kenaf, and other textile bast fibres, raw or retted",1969,1969,t,898993.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01499.02,Tung nuts,1980,1980,100 g/ha,80328.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01950.01,Natural rubber in primary forms,1984,1984,ha,5577805.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01324,"Tangerines, mandarins, clementines",1964,1964,ha,413575.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,0115,Barley,1974,1974,ha,76219857.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01705,"Peas, dry",2012,2012,100 g/ha,15848.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01703,"Chick peas, dry",1977,1977,ha,10557011.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01449.02,Hempseed,1999,1999,ha,9568.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01345,Peaches and nectarines,2016,2016,ha,1553670.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01324,"Tangerines, mandarins, clementines",2010,2010,100 g/ha,110113.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01235,"Pumpkins, squash and gourds",2019,2019,t,22259179.24,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2006,2006,ha,100804.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01659,Hop cones,2022,2022,ha,103004.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01233,Eggplants (aubergines),2022,2022,100 g/ha,313359.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01344.01,Sour cherries,1968,1968,ha,66340.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01324,"Tangerines, mandarins, clementines",1997,1997,100 g/ha,119787.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,23540,Molasses,1964,1964,t,19681687.84,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,24310.01,"Beer of barley, malted",1969,1969,t,61863732.45,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01460,"Coconuts, in shell",1970,1970,t,26151865.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01318,Pineapples,1980,1980,t,10830861.0,E,Estimated value,
